id,tenant_id,first_name,last_name,full_name,email,phone,company_name,lead_source,lead_status,score,value,budget,assigned_to,owner_id,company_id,title,website,city,state,country,company_size,company_industry,lifecycle_stage,budget_currency,authority_level,need_description,timeline,utm_source,utm_medium,tags,is_archived,is_converted,converted_at,lead_oid,created_at,created_by
377c448f-5df7-4829-86ac-ad2cf9f17b4f,6e2684b5-dd18-4549-8440-7276b577d2b5,Jason,Vasquez,Jason Vasquez,jasonvasquez13@outlook.com,,Bronze Gate Partners,cold_call,qualified,27,467715.32,,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,7675c849-0f1f-4fa3-923c-f392ea4a2f35,3000df05-cf42-468a-bbf7-323afb9bc7c9,,,Colorado Springs,TX,AU,500+,Energy,lead,USD,unknown,,immediate,,cpc,"['cross_sell', 'churned']",False,False,,LD-2026-000012,2025-11-27T02:22:09.394088,13f891f6-02c5-48a2-bb4f-65f664be06a0
43ae24e4-2ad6-48f4-a8c7-06f83b79c7d0,6e2684b5-dd18-4549-8440-7276b577d2b5,Theresa,Jordan,Theresa Jordan,theresa_jordan@work.org,,Quantum Dynamics LLC,referral,contacted,68,246735.78,,7675c849-0f1f-4fa3-923c-f392ea4a2f35,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,,,Atlanta,,US,201-500,Automotive,lead,USD,influencer,Customer support system,3-6_months,,,[],True,False,,LD-2026-000013,2026-02-25T20:04:22.394123,876017f1-7629-48e0-9ce9-20b44276c7d6
3e8fbd65-c89d-4e94-83fe-ef07d288d07f,6e2684b5-dd18-4549-8440-7276b577d2b5,Hannah,Foster,Hannah Foster,hannah.foster10@hotmail.com,,RedRock Ventures Inc,word_of_mouth,qualified,51,364815.38,,63c904bb-37e1-42e9-b828-03d273915302,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,,https://nimbusnetworks.com,Washington DC,OK,BR,11-50,Retail,lead,USD,gatekeeper,Looking to upgrade their CRM system,exploring,,,"['at_risk', 'low_priority', 'win_back']",False,False,,LD-2026-000014,2026-02-20T21:30:18.394157,63c904bb-37e1-42e9-b828-03d273915302
36029c6c-097a-4144-b51f-d9f2389fa5f5,6e2684b5-dd18-4549-8440-7276b577d2b5,Steven,Sullivan,Steven Sullivan,steven.sullivan@outlook.com,+17961209662,IronClad Security Co,referral,contacted,17,202566.63,,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,66d64b82-b1ff-4d56-9b57-757acb74ca05,CEO,https://swiftscale.com,Memphis,,US,51-200,Marketing,lead,USD,unknown,Customer support system,1-3_months,,,[],False,False,,LD-2026-000015,2026-01-07T21:01:27.394195,7675c849-0f1f-4fa3-923c-f392ea4a2f35
299a22ee-e020-48b5-a8c6-8f10006ab1cb,6e2684b5-dd18-4549-8440-7276b577d2b5,Cynthia,Mason,Cynthia Mason,cynthia.mason@company.com,+19836699163,Atlas Computing Partners,linkedin,unqualified,55,249513.71,642676.92,d53e375b-e751-4c1c-9dd2-2c198336f144,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,ef32987c-2b70-4c50-ac02-f1af0e14ce56,Coordinator,,,,CA,1-10,Finance,lead,USD,decision_maker,,1-3_months,linkedin,social,['hot_lead'],False,False,,LD-2026-000016,2026-02-18T14:37:49.394237,7675c849-0f1f-4fa3-923c-f392ea4a2f35
a1d704a5-96bc-4665-a4ed-8d015e1cd06c,6e2684b5-dd18-4549-8440-7276b577d2b5,Abigail,Harvey,Abigail Harvey,abigail.harvey@work.org,,Ruby Software Corp,demo_request,contacted,69,213560.86,527827.08,63c904bb-37e1-42e9-b828-03d273915302,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,,Engineer,,,,GB,500+,Finance,lead,USD,decision_maker,,3-6_months,linkedin,,['seasonal'],False,False,,LD-2026-000017,2026-07-24T01:01:34.394270,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
309e1791-87d1-4487-93c3-141650cb1622,6e2684b5-dd18-4549-8440-7276b577d2b5,Roy,Thompson,Roy Thompson,roythompson81@work.org,+12683038900,BlueShift Labs Inc,referral,qualified,67,207455.51,,7223e10a-b124-4a7f-a342-f0f59020ba2f,7223e10a-b124-4a7f-a342-f0f59020ba2f,,,,Fresno,,JP,500+,Legal,lead,USD,influencer,Need better sales tracking,immediate,linkedin,,['high_priority'],False,False,,LD-2026-000018,2026-03-04T22:32:35.394303,876017f1-7629-48e0-9ce9-20b44276c7d6
e105eebf-b591-4b3b-8dc7-14ed3e9a61f6,6e2684b5-dd18-4549-8440-7276b577d2b5,Nicholas,Carter,Nicholas Carter,nicholascarter17@gmail.com,+16008939936,ClearView Corp Inc,linkedin,lost,60,381064.83,,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,,,,,,FR,500+,Manufacturing,lead,USD,unknown,,exploring,,,"['hot_lead', 'low_priority']",False,False,,LD-2026-000019,2026-02-03T00:43:58.394339,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
912f15c7-f4c7-4482-aba6-8cb8a5a54a08,6e2684b5-dd18-4549-8440-7276b577d2b5,Janice,Anderson,Janice Anderson,janice.anderson64@company.com,+18968911609,Prism Technologies Partners,referral,new,63,54854.46,,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,155bec1e-0ca5-454c-b036-56ef7b11ea62,,https://amberindustries.com,Indianapolis,,IN,201-500,Legal,lead,USD,unknown,Small business growth,immediate,,,"['hot_lead', 'nurture']",False,False,,LD-2026-000020,2025-10-24T17:32:04.394376,63c904bb-37e1-42e9-b828-03d273915302
e85cc024-911b-4c9e-a6e8-592985b1ebed,6e2684b5-dd18-4549-8440-7276b577d2b5,Victoria,Smith,Victoria Smith,victoria_smith@outlook.com,,Apex Innovations Group,trade_show,qualified,74,71401.41,480307.34,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,7223e10a-b124-4a7f-a342-f0f59020ba2f,57e081b1-29e0-44d4-aa34-b18b1c8ca753,,,Atlanta,FL,CA,201-500,Real Estate,lead,USD,gatekeeper,Team collaboration tools,6-12_months,google,organic,['existing_customer'],False,False,,LD-2026-000021,2025-03-09T16:24:03.394412,9d990953-1d48-4691-9104-88f3d84dc63c
2f4fefdc-36b7-4114-8a93-d6985faa0458,6e2684b5-dd18-4549-8440-7276b577d2b5,Henry,Reynolds,Henry Reynolds,henry.reynolds@work.org,+12206225387,Sapphire Tech Corp,content_marketing,unqualified,5,143648.93,,13f891f6-02c5-48a2-bb4f-65f664be06a0,7675c849-0f1f-4fa3-923c-f392ea4a2f35,,Senior Manager,https://bronzegate.com,Baltimore,,CA,201-500,Energy,lead,USD,influencer,,3-6_months,,,['high_priority'],False,False,,LD-2026-000022,2026-05-26T17:40:48.394446,13f891f6-02c5-48a2-bb4f-65f664be06a0
d0216b63-3229-48d9-af69-d5d44f3a2fa4,6e2684b5-dd18-4549-8440-7276b577d2b5,Grace,Frazier,Grace Frazier,grace_frazier@gmail.com,+12700107563,Vanguard Systems Corp,linkedin,unqualified,57,103344.53,,9d990953-1d48-4691-9104-88f3d84dc63c,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,Project Manager,,Washington DC,GA,IN,500+,Retail,lead,USD,gatekeeper,,1-3_months,,social,['win_back'],True,False,,LD-2026-000023,2026-05-18T08:10:07.394478,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb
7e0d3986-5445-40a1-92fe-5ad4c2e6b5a0,6e2684b5-dd18-4549-8440-7276b577d2b5,Victoria,Green,Victoria Green,victoria_green@work.org,+18731862760,Summit Analytics Co,organic_search,qualified,33,110724.16,854793.74,9d990953-1d48-4691-9104-88f3d84dc63c,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,ca0e7933-1638-4f8e-94e0-1f08b7051d22,Account Executive,,,TX,GB,11-50,Energy,lead,USD,unknown,Customer support system,1-3_months,,email,"['hot_lead', 'enterprise']",False,False,,LD-2026-000024,2026-06-23T10:52:02.394512,71030eb2-1621-4863-8e2d-b6184abb7f32
209b633d-13d6-4fb0-827c-297b40ce665f,6e2684b5-dd18-4549-8440-7276b577d2b5,Brandon,Ramirez,Brandon Ramirez,brandon_ramirez@company.com,+13933766369,Apex Health LLC,referral,converted,92,324751.86,,876017f1-7629-48e0-9ce9-20b44276c7d6,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,,Designer,https://zenithpartners.com,,,CA,1-10,Education,lead,USD,decision_maker,,immediate,,,"['startup', 'webinar_attendee']",False,True,2026-07-27T17:50:58.394544,LD-2026-000025,2025-06-30T21:44:27.394552,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
a01f92fb-4057-426f-bf34-5ccac618ed2f,6e2684b5-dd18-4549-8440-7276b577d2b5,Gabriel,Hill,Gabriel Hill,gabrielhill@yahoo.com,+18878399552,Catalyst Group Partners,organic_search,new,94,431028.57,,7223e10a-b124-4a7f-a342-f0f59020ba2f,8b51f21b-0da9-4139-8f04-0ef4187ce705,fae7ec60-78e7-47ae-9003-51b26df6f180,,https://jadeconsulting.com,,CA,BR,500+,Manufacturing,lead,USD,influencer,,exploring,,cpc,['at_risk'],False,False,,LD-2026-000026,2026-03-31T04:13:01.394594,13f891f6-02c5-48a2-bb4f-65f664be06a0
9d938b21-3bdd-4236-a14a-3956ec9dbe4a,6e2684b5-dd18-4549-8440-7276b577d2b5,Judith,Hayes,Judith Hayes,judith_hayes@work.org,,SilverLine Corp Inc,partner,qualified,62,395291.0,,63c904bb-37e1-42e9-b828-03d273915302,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,,,,Austin,,MX,500+,Retail,lead,USD,decision_maker,Small business growth,3-6_months,,,"['renewal', 'content_downloader', 'cold_lead']",False,False,,LD-2026-000027,2026-05-27T04:05:19.394636,71030eb2-1621-4863-8e2d-b6184abb7f32
1620e35f-a9ef-4d81-940f-279e96de1699,6e2684b5-dd18-4549-8440-7276b577d2b5,Ashley,Wilson,Ashley Wilson,ashley_wilson@work.org,,Diamond Edge Ltd,demo_request,unqualified,0,57143.72,,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,946866ba-69f9-4f60-8f10-3d15e73e9a77,Coordinator,,San Francisco,,CA,1-10,Healthcare,lead,USD,gatekeeper,,exploring,,,"['webinar_attendee', 'existing_customer', 'bulk_order']",True,False,,LD-2026-000028,2026-04-12T12:37:13.394668,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
fceb0f0e-eb16-4512-b3a0-68b5fcb295f6,6e2684b5-dd18-4549-8440-7276b577d2b5,Abigail,Black,Abigail Black,abigail.black95@outlook.com,+15050812061,GreenField Capital Co,organic_search,lost,57,49312.64,,8b51f21b-0da9-4139-8f04-0ef4187ce705,f26bd177-029d-4863-993c-dfebe5004897,68a44661-af94-4f98-9a01-bc4d887eaec5,Strategist,https://sterlingfinance.com,Seattle,,FR,51-200,Telecommunications,lead,USD,unknown,,1-3_months,,,"['high_priority', 'low_priority']",True,False,,LD-2026-000029,2025-09-11T01:46:00.394700,f26bd177-029d-4863-993c-dfebe5004897
d12125cb-674f-487b-9b29-a18b0c8bbc5f,6e2684b5-dd18-4549-8440-7276b577d2b5,Patrick,Morales,Patrick Morales,patrickmorales@company.com,,Forge Industries LLC,website,new,72,223168.09,,7223e10a-b124-4a7f-a342-f0f59020ba2f,71030eb2-1621-4863-8e2d-b6184abb7f32,,,,Sacramento,TX,IN,201-500,Marketing,lead,USD,influencer,Seeking enterprise solution,immediate,,,"['nurture', 'renewal', 'referral_partner']",False,False,,LD-2026-000030,2026-01-07T01:48:10.394732,876017f1-7629-48e0-9ce9-20b44276c7d6
0f5524ba-f511-4c0e-a02d-662aa06ec901,6e2684b5-dd18-4549-8440-7276b577d2b5,Teresa,Cooper,Teresa Cooper,teresa_cooper@yahoo.com,,Catalyst Group LLC,paid_ads,new,67,112145.22,,7223e10a-b124-4a7f-a342-f0f59020ba2f,f26bd177-029d-4863-993c-dfebe5004897,,,,,,US,51-200,Manufacturing,lead,USD,influencer,,6-12_months,,,['enterprise'],False,False,,LD-2026-000031,2026-01-02T13:08:49.394765,13f891f6-02c5-48a2-bb4f-65f664be06a0
b14bc70a-1ecf-4828-bea9-2c128d3d5253,6e2684b5-dd18-4549-8440-7276b577d2b5,Natalie,White,Natalie White,natalie.white7@gmail.com,,Topaz Digital Group,referral,qualified,9,22256.2,429745.87,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,f26bd177-029d-4863-993c-dfebe5004897,01cd5d4c-65ef-4cbf-b25b-84a0c4bd39d2,Account Manager,,Philadelphia,VA,JP,500+,Consulting,lead,USD,gatekeeper,,3-6_months,,,"['enterprise', 'hot_lead']",False,False,,LD-2026-000032,2025-12-30T00:44:44.394798,8b51f21b-0da9-4139-8f04-0ef4187ce705
845a8933-fd15-4f76-a7fe-011b28f17e08,6e2684b5-dd18-4549-8440-7276b577d2b5,Frances,Richardson,Frances Richardson,francesrichardson@hotmail.com,+12059371001,Topaz Digital Inc,partner,contacted,64,393747.06,,8b51f21b-0da9-4139-8f04-0ef4187ce705,7675c849-0f1f-4fa3-923c-f392ea4a2f35,,,,Los Angeles,,DE,500+,Aerospace,lead,USD,unknown,Seeking enterprise solution,6-12_months,,organic,"['high_priority', 'nurture']",False,False,,LD-2026-000033,2025-03-06T16:32:27.394829,9d990953-1d48-4691-9104-88f3d84dc63c
53418d99-b92b-4c69-87ca-ef38971502e4,6e2684b5-dd18-4549-8440-7276b577d2b5,Gary,Gonzales,Gary Gonzales,garygonzales@company.com,+12204620759,Apex Health Inc,content_marketing,lost,48,458248.64,743728.92,7675c849-0f1f-4fa3-923c-f392ea4a2f35,71030eb2-1621-4863-8e2d-b6184abb7f32,,,https://forgeindustries.com,Boston,IN,DE,500+,Automotive,lead,USD,influencer,,immediate,,social,[],False,False,,LD-2026-000034,2025-03-29T10:49:08.394864,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
c89b9512-7b1d-46da-833e-ed193401963d,6e2684b5-dd18-4549-8440-7276b577d2b5,Bradley,Barnes,Bradley Barnes,bradley.barnes@outlook.com,+18250844363,Nimbus Networks LLC,demo_request,converted,43,136744.89,,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,8b51f21b-0da9-4139-8f04-0ef4187ce705,,,https://blueshiftlabs.com,Boston,CO,IN,51-200,Energy,lead,USD,gatekeeper,Need better sales tracking,immediate,,email,"['demo', 'enterprise']",False,True,2026-03-17T23:00:13.394896,LD-2026-000035,2026-01-19T00:09:01.394904,876017f1-7629-48e0-9ce9-20b44276c7d6
2fb0059d-32c6-4da4-a0ac-65c432a8b55d,6e2684b5-dd18-4549-8440-7276b577d2b5,Dennis,Rose,Dennis Rose,dennisrose@work.org,,Crystal Clear Inc,paid_ads,converted,90,261099.59,,876017f1-7629-48e0-9ce9-20b44276c7d6,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,,,,,,JP,51-200,Real Estate,lead,USD,gatekeeper,,3-6_months,google,,['vip'],False,True,2026-06-12T13:18:46.394937,LD-2026-000036,2025-02-22T00:30:29.394948,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f
c65d0a20-5d6b-4487-8ed5-18138d0c6445,6e2684b5-dd18-4549-8440-7276b577d2b5,Arthur,Vasquez,Arthur Vasquez,arthurvasquez36@work.org,+12745868165,Horizon Media LLC,social_media,qualified,25,357434.09,,71030eb2-1621-4863-8e2d-b6184abb7f32,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,,,,Louisville,,MX,201-500,Healthcare,lead,USD,influencer,Small business growth,1-3_months,,,"['win_back', 'referral_partner', 'trial']",False,False,,LD-2026-000037,2025-08-04T11:07:20.394982,7223e10a-b124-4a7f-a342-f0f59020ba2f
fd3f67f9-6e28-47fd-a648-6e5777ae835c,6e2684b5-dd18-4549-8440-7276b577d2b5,Madison,Moore,Madison Moore,madison.moore@work.org,,GreenField Capital Inc,email_campaign,contacted,85,333902.79,,13f891f6-02c5-48a2-bb4f-65f664be06a0,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,eb7bfd8d-c392-4b67-86fd-eeb7b9733441,,,New Orleans,,US,1-10,Media,lead,USD,unknown,,immediate,,,['renewal'],False,False,,LD-2026-000038,2025-10-22T18:52:29.395011,9d990953-1d48-4691-9104-88f3d84dc63c
0cbbfd2f-f40e-4851-aa68-4e657927eea1,6e2684b5-dd18-4549-8440-7276b577d2b5,Megan,Clark,Megan Clark,megan_clark@gmail.com,+13801768288,Cobalt Systems LLC,other,lost,1,310905.4,935278.68,71030eb2-1621-4863-8e2d-b6184abb7f32,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,,Account Manager,,,,MX,51-200,Retail,lead,USD,unknown,Customer support system,6-12_months,,cpc,['vip'],True,False,,LD-2026-000039,2026-01-07T18:27:04.395044,7675c849-0f1f-4fa3-923c-f392ea4a2f35
5539ee5a-8350-409c-9080-29096cad4a0e,6e2684b5-dd18-4549-8440-7276b577d2b5,Mark,Turner,Mark Turner,mark_turner88@hotmail.com,+14178027591,IronClad Security Ltd,website,converted,83,436830.62,,9d990953-1d48-4691-9104-88f3d84dc63c,7223e10a-b124-4a7f-a342-f0f59020ba2f,86bdc4ca-1819-4b62-b999-7adfcaba9f4a,Finance Manager,,,OK,BR,1-10,Transportation,lead,USD,influencer,Customer support system,exploring,,,"['enterprise', 'at_risk']",False,True,2026-03-31T12:06:23.395080,LD-2026-000040,2026-06-06T02:48:11.395088,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
46986307-72ea-4b3c-befb-6bd1f8af6af3,6e2684b5-dd18-4549-8440-7276b577d2b5,Olivia,Clark,Olivia Clark,oliviaclark@gmail.com,+16004179677,Fusion Analytics Corp,content_marketing,converted,21,244872.91,56885.42,876017f1-7629-48e0-9ce9-20b44276c7d6,13f891f6-02c5-48a2-bb4f-65f664be06a0,56b83acc-13a1-45a4-b942-6a153d7d5cda,Senior Engineer,https://greenfieldcapital.com,,,IN,51-200,Technology,lead,USD,influencer,,exploring,,,[],False,True,2026-05-05T12:10:57.395121,LD-2026-000041,2025-04-24T10:19:29.395128,9d990953-1d48-4691-9104-88f3d84dc63c
4e2dbe24-64e3-42f7-87ae-41bbaff9a3fd,6e2684b5-dd18-4549-8440-7276b577d2b5,Ruth,Lee,Ruth Lee,ruthlee@company.com,+12374481570,GreenField Capital Ltd,referral,converted,91,248764.75,211462.66,8b51f21b-0da9-4139-8f04-0ef4187ce705,d53e375b-e751-4c1c-9dd2-2c198336f144,ad2b76ac-b99f-40cf-a31b-a835b13eb618,Data Analyst,,,,BR,201-500,Energy,lead,USD,influencer,,exploring,linkedin,,"['cross_sell', 'referral_partner', 'at_risk']",False,True,2026-02-19T09:52:16.395160,LD-2026-000042,2026-03-01T05:38:18.395171,7223e10a-b124-4a7f-a342-f0f59020ba2f
c841b651-e859-46ec-99f6-52ba9ebdbbda,6e2684b5-dd18-4549-8440-7276b577d2b5,Amber,Graham,Amber Graham,ambergraham65@gmail.com,+12546803970,Coral Health Ltd,trade_show,qualified,87,109490.7,,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,978890c1-29da-4d53-b8e1-b3da2c6dd03c,,,Albuquerque,,AU,51-200,Legal,lead,USD,gatekeeper,,6-12_months,twitter,,"['demo', 'content_downloader']",False,False,,LD-2026-000043,2025-10-27T03:59:09.395202,7223e10a-b124-4a7f-a342-f0f59020ba2f
f4ca5964-0784-471c-8a2c-3762ab8275c7,6e2684b5-dd18-4549-8440-7276b577d2b5,Joyce,Young,Joyce Young,joyceyoung@gmail.com,,Catalyst Group Partners,partner,contacted,67,97418.98,,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,f26bd177-029d-4863-993c-dfebe5004897,1acbdd4c-7cfa-4b39-86ba-62e4b463c188,,https://coralhealth.com,,AZ,CA,500+,Telecommunications,lead,USD,unknown,,1-3_months,,,[],False,False,,LD-2026-000044,2026-02-12T23:21:39.395232,876017f1-7629-48e0-9ce9-20b44276c7d6
20190ce8-a458-470e-badb-bb40482f4c27,6e2684b5-dd18-4549-8440-7276b577d2b5,Jonathan,Howard,Jonathan Howard,jonathan_howard@work.org,+12939677307,Apex Innovations Ltd,paid_ads,contacted,32,290031.48,,d53e375b-e751-4c1c-9dd2-2c198336f144,876017f1-7629-48e0-9ce9-20b44276c7d6,9b5f2080-123b-4a4b-b631-73cdfb21e7a0,,,New Orleans,,JP,201-500,Energy,lead,USD,influencer,,3-6_months,,,"['renewal', 'referral_partner']",False,False,,LD-2026-000045,2026-07-07T12:04:47.395262,d53e375b-e751-4c1c-9dd2-2c198336f144
