id,tenant_id,company_id,assigned_to,first_name,last_name,email,secondary_email,phone,mobile_phone,job_title,department,address,city,state,country,postal_code,timezone,birthday,lead_source,lead_status,lifecycle_stage,score,do_not_contact,unsubscribed,is_archived,is_customer,tags,times_contacted,linkedin_url,created_at,created_by
6ac58f75-2420-490b-90ea-f791bff98644,6e2684b5-dd18-4549-8440-7276b577d2b5,f23b36be-4195-47bf-9834-21cb07ea153a,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,Bryan,West,bryan.west@yahoo.com,,+16522048147,+12700748253,,Product,9803 Pine Blvd,,PA,FR,11730,US/Eastern,1981-04-19,cold_call,new,churned,95,False,False,False,False,[],49,,2026-03-09T08:58:18.963290,9d990953-1d48-4691-9104-88f3d84dc63c
21002b14-65b7-4cf2-a42e-013dd800333c,6e2684b5-dd18-4549-8440-7276b577d2b5,,8b51f21b-0da9-4139-8f04-0ef4187ce705,Alexander,Nichols,alexandernichols@work.org,,+18299253853,,,,,Baltimore,OK,JP,25647,UTC,,linkedin,converted,churned,66,False,False,False,False,[],45,https://linkedin.com/in/alexander-nichols,2025-05-30T18:26:05.963319,f26bd177-029d-4863-993c-dfebe5004897
ca3aa646-b362-46d1-8468-9d6c685289d7,6e2684b5-dd18-4549-8440-7276b577d2b5,35b66c5e-d4d4-4048-82ae-5c5f3effbc2d,f26bd177-029d-4863-993c-dfebe5004897,Joyce,Davis,joyce_davis@company.com,,+18820745845,,Consultant,,8048 Oak St,Memphis,TX,US,47590,UTC,,content_marketing,converted,customer,100,False,False,False,True,"['win_back', 'cross_sell']",12,,2025-06-23T11:04:20.963355,63c904bb-37e1-42e9-b828-03d273915302
1d0be6e9-b84e-49d1-b3fa-c1180bfc7ed9,6e2684b5-dd18-4549-8440-7276b577d2b5,79d80a07-d056-4f71-bdf2-f1aacd322184,876017f1-7629-48e0-9ce9-20b44276c7d6,Diane,Mitchell,diane.mitchell@company.com,,+17808563460,,Administrative Assistant,IT,5941 Main Ave,San Diego,MA,GB,17198,UTC,,other,qualified,marketing_qualified_lead,49,False,False,True,True,[],41,,2025-10-27T09:00:23.963387,13f891f6-02c5-48a2-bb4f-65f664be06a0
937cfd85-7d15-4d4d-823c-f73e07781660,6e2684b5-dd18-4549-8440-7276b577d2b5,dd016af4-a992-40e0-b161-0b8b75494333,7675c849-0f1f-4fa3-923c-f392ea4a2f35,Jason,Lewis,jason_lewis70@yahoo.com,,+12043889824,,,,,,NC,US,58273,UTC,,content_marketing,qualified,evangelist,89,False,False,False,False,"['trial', 'renewal', 'cross_sell', 'new_market']",5,https://linkedin.com/in/jason-lewis,2026-01-04T03:55:43.963422,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
d5c203e9-6e35-47df-bbf1-bc3ae005b7f5,6e2684b5-dd18-4549-8440-7276b577d2b5,,876017f1-7629-48e0-9ce9-20b44276c7d6,Donald,Peterson,donald.peterson@outlook.com,,+18118122004,,Software Developer,,1921 Main Blvd,,,BR,22908,US/Eastern,1976-09-09,partner,converted,lead,43,False,False,False,False,"['pricing_page', 'nurture', 'renewal', 'bulk_order']",24,https://linkedin.com/in/donald-peterson,2025-12-04T13:57:52.963459,876017f1-7629-48e0-9ce9-20b44276c7d6
ffc86c52-405c-45d4-9741-5bd2f3322b3e,6e2684b5-dd18-4549-8440-7276b577d2b5,,876017f1-7629-48e0-9ce9-20b44276c7d6,Wayne,Patel,wayne_patel@hotmail.com,,+12117323344,+19846519000,Support Engineer,Human Resources,,Long Beach,,BR,,UTC,1981-10-30,email_campaign,contacted,subscriber,99,False,False,False,False,"['trial', 'seasonal', 'pricing_page', 'win_back']",11,,2025-07-20T23:47:29.963494,d53e375b-e751-4c1c-9dd2-2c198336f144
0ad3c6c6-94f2-443a-8446-f8385961428e,6e2684b5-dd18-4549-8440-7276b577d2b5,,876017f1-7629-48e0-9ce9-20b44276c7d6,Christine,Gutierrez,christinegutierrez@work.org,,+18512005409,+12196250987,Data Analyst,Support,,Columbus,AZ,DE,,US/Eastern,,other,unqualified,churned,53,False,False,False,False,"['bulk_order', 'low_priority', 'high_priority']",38,https://linkedin.com/in/christine-gutierrez,2025-03-07T12:53:29.963528,71030eb2-1621-4863-8e2d-b6184abb7f32
484ecd16-6381-4846-923b-c5476e2085ac,6e2684b5-dd18-4549-8440-7276b577d2b5,b05eeee8-a41d-4935-b168-b45a27c3850c,d53e375b-e751-4c1c-9dd2-2c198336f144,Hannah,Powell,hannahpowell43@gmail.com,,+17784690152,+18549079079,,,9565 Oak Blvd,Nashville,MD,IN,,UTC,,webinar,lost,customer,52,False,False,False,False,"['seasonal', 'trial', 'demo']",16,https://linkedin.com/in/hannah-powell,2025-04-25T00:40:04.963561,7223e10a-b124-4a7f-a342-f0f59020ba2f
73baa301-eda2-4f2d-8c12-27e36bc235a5,6e2684b5-dd18-4549-8440-7276b577d2b5,,71030eb2-1621-4863-8e2d-b6184abb7f32,Linda,Morris,linda.morris24@outlook.com,,+15596147581,,COO,,2512 Oak St,Phoenix,,AU,,US/Pacific,,referral,unqualified,lead,54,False,False,False,False,"['hot_lead', 'cross_sell']",17,,2026-03-26T00:19:09.963593,71030eb2-1621-4863-8e2d-b6184abb7f32
ac632637-2395-4e79-b658-4b3c094c4d8a,6e2684b5-dd18-4549-8440-7276b577d2b5,0e940056-b380-438d-bfd2-fe0ba89ef977,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,Cynthia,Rodriguez,cynthiarodriguez@hotmail.com,,,+15858979878,,,,,WA,GB,,US/Central,,referral,new,evangelist,69,True,False,False,False,[],13,,2025-04-28T17:52:21.963631,63c904bb-37e1-42e9-b828-03d273915302
03266b31-85be-4079-891f-58a243ecfa17,6e2684b5-dd18-4549-8440-7276b577d2b5,,8b51f21b-0da9-4139-8f04-0ef4187ce705,Deborah,Patterson,deborahpatterson@outlook.com,,+12793493710,,Product Manager,Finance,,,KS,FR,,US/Pacific,,other,converted,subscriber,69,False,False,False,False,"['upsell', 'enterprise']",10,,2026-01-03T07:15:55.963659,7223e10a-b124-4a7f-a342-f0f59020ba2f
7741d872-3ab1-47f3-964e-72ee64e5df21,6e2684b5-dd18-4549-8440-7276b577d2b5,,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,Jesse,Cruz,jesse_cruz@yahoo.com,,+18618193013,+16801227722,Customer Success Manager,,9327 Oak St,Louisville,,BR,53401,US/Eastern,,linkedin,converted,opportunity,45,False,False,False,False,"['demo', 'vip', 'pricing_page', 'bulk_order']",0,,2026-04-26T14:16:43.963694,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
88f425c5-8264-4055-b226-b587c1603fc7,6e2684b5-dd18-4549-8440-7276b577d2b5,,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,James,Butler,james.butler@hotmail.com,,+15961532048,,,Engineering,1373 Oak Ave,,IL,FR,85028,UTC,,linkedin,contacted,customer,24,False,False,False,True,[],2,https://linkedin.com/in/james-butler,2026-02-24T03:02:40.963723,9d990953-1d48-4691-9104-88f3d84dc63c
567ed3ff-0523-4ac1-9314-85d7005e1ff0,6e2684b5-dd18-4549-8440-7276b577d2b5,,8b51f21b-0da9-4139-8f04-0ef4187ce705,Raymond,Ruiz,raymondruiz@gmail.com,,+19714683099,,Finance Manager,,,,OH,MX,42191,US/Eastern,,email_campaign,contacted,evangelist,20,False,False,False,True,"['bulk_order', 'new_market', 'churned', 'renewal']",7,https://linkedin.com/in/raymond-ruiz,2025-11-07T13:08:43.963812,f26bd177-029d-4863-993c-dfebe5004897
8f1484fa-76f5-4346-b40f-e280afaa3e12,6e2684b5-dd18-4549-8440-7276b577d2b5,56b1ecc1-5357-4e8f-b57b-b2ea58c8c675,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,Dorothy,Mills,dorothy_mills@company.com,,+12242415839,+16153151136,VP Sales,Human Resources,4652 Main St,,NE,FR,,US/Eastern,,trade_show,converted,lead,75,False,False,False,True,"['demo', 'renewal', 'bulk_order']",25,https://linkedin.com/in/dorothy-mills,2026-04-14T13:17:07.963872,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
eb744fdb-452f-4629-9a01-b042106bb892,6e2684b5-dd18-4549-8440-7276b577d2b5,1b8256e0-5c7c-44b6-a86a-2be5dffb32c0,1f599b2d-4c19-4c7e-91e2-f8655b60b03d,Samantha,Hill,samantha_hill@hotmail.com,,+16404080237,,Engineer,Product,8833 Oak Ave,,TX,GB,,UTC,,cold_call,qualified,customer,1,False,False,False,True,"['churned', 'hot_lead', 'cross_sell', 'renewal']",42,,2026-07-19T19:23:08.963904,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
1817d96e-c782-4a43-926c-718e1f893764,6e2684b5-dd18-4549-8440-7276b577d2b5,43d3fff4-d952-4323-a5ae-0014228f24d2,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,Kathryn,Graham,kathryn.graham@company.com,,,+16696221690,Data Analyst,,,,CA,MX,10973,US/Central,,partner,unqualified,subscriber,55,False,False,False,False,['nurture'],37,,2026-04-21T16:12:22.963939,f26bd177-029d-4863-993c-dfebe5004897
627e87d1-9747-4b01-b1da-2a8fe8eff0e2,6e2684b5-dd18-4549-8440-7276b577d2b5,,d53e375b-e751-4c1c-9dd2-2c198336f144,Carolyn,Carroll,carolyn_carroll@outlook.com,,,+17727525876,Customer Success Manager,,8971 Main Ave,Tulsa,,GB,32531,UTC,,email_campaign,unqualified,churned,16,False,False,False,False,"['bulk_order', 'demo']",5,,2026-03-13T09:27:06.963969,71030eb2-1621-4863-8e2d-b6184abb7f32
ad12cb1d-256d-4cae-969d-098820e9c9ba,6e2684b5-dd18-4549-8440-7276b577d2b5,ad2b76ac-b99f-40cf-a31b-a835b13eb618,8b51f21b-0da9-4139-8f04-0ef4187ce705,Kenneth,Hall,kennethhall24@gmail.com,,+14730008096,+13287956453,Operations Manager,IT,3053 Pine St,Austin,,DE,,UTC,1985-09-20,paid_ads,new,subscriber,77,False,False,False,False,[],8,,2025-02-05T12:51:22.964005,63c904bb-37e1-42e9-b828-03d273915302
52bf36ed-efb8-4639-abae-d1f9cabea5ac,6e2684b5-dd18-4549-8440-7276b577d2b5,,6339ef1b-ca56-4fa5-9ddb-36a79ac9d12f,Debra,Wilson,debra.wilson@hotmail.com,,+12168955940,,COO,,3698 Main Ave,,FL,GB,70775,UTC,1986-07-20,social_media,new,subscriber,53,False,False,False,False,[],20,,2026-03-21T07:20:40.964038,63c904bb-37e1-42e9-b828-03d273915302
a6d3b202-a8ff-4bc3-aab1-ab09d9f5cd15,6e2684b5-dd18-4549-8440-7276b577d2b5,,8b51f21b-0da9-4139-8f04-0ef4187ce705,Danielle,Butler,danielle_butler17@hotmail.com,,+19358259179,+16358212275,Executive Assistant,Human Resources,7385 Oak Blvd,Charlotte,,DE,,US/Eastern,,referral,new,opportunity,36,False,False,False,False,[],24,,2025-11-26T07:32:29.964067,63c904bb-37e1-42e9-b828-03d273915302
bc62f756-f51e-42f3-8395-714b913c7c5b,6e2684b5-dd18-4549-8440-7276b577d2b5,303695e1-f035-4ba7-a54f-19b1541aa73f,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,Marie,Gomez,marie_gomez67@work.org,,+12135918857,,Data Analyst,,837 Oak Ave,,OK,CA,,US/Pacific,1963-11-18,paid_ads,converted,sales_qualified_lead,22,False,False,False,False,['pricing_page'],19,https://linkedin.com/in/marie-gomez,2025-11-05T06:08:18.964101,9d990953-1d48-4691-9104-88f3d84dc63c
5f99270d-d282-4736-b7d5-d57a54a2bcc6,6e2684b5-dd18-4549-8440-7276b577d2b5,1fdfa7e5-4664-449f-a4e0-e7f42be775dc,876017f1-7629-48e0-9ce9-20b44276c7d6,Megan,Baker,megan.baker65@outlook.com,,+19562816756,+17836583141,Specialist,Finance,2341 Oak Blvd,Seattle,,GB,66868,US/Central,1960-07-17,paid_ads,qualified,sales_qualified_lead,64,False,False,False,False,"['nurture', 'startup']",25,,2025-10-03T15:00:16.964147,9d990953-1d48-4691-9104-88f3d84dc63c
8ebf5c9a-86d2-47cf-bbd4-40502f6fbb71,6e2684b5-dd18-4549-8440-7276b577d2b5,a85375e1-e6d3-4c09-9f60-72605e2f471b,7675c849-0f1f-4fa3-923c-f392ea4a2f35,Kathryn,Frazier,kathryn_frazier@yahoo.com,,+13308782626,,VP Engineering,Support,8661 Oak Ave,Houston,OR,CA,,US/Pacific,,demo_request,qualified,evangelist,32,False,False,False,False,['webinar_attendee'],35,,2025-04-14T16:41:45.964178,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
0c1f4756-b919-49c4-b4c8-034294fbb468,6e2684b5-dd18-4549-8440-7276b577d2b5,a556b077-0c31-44cc-b5af-201781a75f8d,7223e10a-b124-4a7f-a342-f0f59020ba2f,Scott,Thompson,scottthompson@company.com,scottthompson@hotmail.com,,+14220597712,Executive Assistant,,,Denver,,AU,66151,UTC,,website,contacted,sales_qualified_lead,56,False,False,False,True,"['high_priority', 'churned', 'pricing_page']",42,https://linkedin.com/in/scott-thompson,2026-03-26T20:27:20.964211,7223e10a-b124-4a7f-a342-f0f59020ba2f
894bdc71-f602-48a5-aac7-bdd63c379010,6e2684b5-dd18-4549-8440-7276b577d2b5,,d53e375b-e751-4c1c-9dd2-2c198336f144,Donald,Rose,donald.rose54@work.org,,+18763010416,+16644071955,Analyst,Design,5491 Main Blvd,,,US,36902,US/Pacific,1990-06-28,content_marketing,converted,churned,51,True,False,False,False,[],42,,2025-06-26T08:22:03.964245,eb9f903e-4cd4-462b-9c0c-0720da83cfc0
5a13dfb5-e31b-4e96-bbce-bf083a3c3cf6,6e2684b5-dd18-4549-8440-7276b577d2b5,eb7bfd8d-c392-4b67-86fd-eeb7b9733441,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,Donald,Reynolds,donald_reynolds@company.com,,+18019279515,,Finance Manager,Security,1242 Oak St,Oakland,,US,86050,US/Eastern,,organic_search,converted,lead,86,False,False,False,False,"['cold_lead', 'content_downloader', 'seasonal', 'trial']",49,https://linkedin.com/in/donald-reynolds,2025-10-01T20:11:16.964276,f26bd177-029d-4863-993c-dfebe5004897
a61e545b-9828-4b5a-b317-abc7b0b21a1b,6e2684b5-dd18-4549-8440-7276b577d2b5,e0b92913-5a14-44a2-9a62-8b07fa229d72,7675c849-0f1f-4fa3-923c-f392ea4a2f35,Lauren,Johnson,lauren.johnson@outlook.com,,+19378596183,,Software Developer,,3989 Oak Ave,Miami,,US,57027,US/Pacific,,social_media,converted,marketing_qualified_lead,8,False,False,False,True,"['referral_partner', 'low_priority']",10,,2025-11-10T11:45:13.964314,71030eb2-1621-4863-8e2d-b6184abb7f32
b44544b1-daf8-49da-9b34-ed121c61a89d,6e2684b5-dd18-4549-8440-7276b577d2b5,56eee3ab-b49f-481f-83d5-1d3162942933,9d990953-1d48-4691-9104-88f3d84dc63c,Cheryl,Bailey,cherylbailey@gmail.com,,+18296028685,,Analyst,,6275 Pine Ave,Oakland,CA,JP,,UTC,1989-03-06,other,converted,marketing_qualified_lead,83,False,False,False,False,[],7,,2025-07-14T18:19:01.964347,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
3852754b-1353-4741-ba24-00586cbfd9bc,6e2684b5-dd18-4549-8440-7276b577d2b5,155bec1e-0ca5-454c-b036-56ef7b11ea62,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,Scott,Hernandez,scotthernandez@gmail.com,scott.hernandez@work.org,+14270715443,,Manager,,,,,AU,,UTC,,website,unqualified,marketing_qualified_lead,66,False,False,False,False,"['churned', 'upsell', 'startup']",4,,2025-02-07T18:42:26.964377,63c904bb-37e1-42e9-b828-03d273915302
fb121f97-8606-40c8-b0b8-bb1bcc4cddc3,6e2684b5-dd18-4549-8440-7276b577d2b5,,63c904bb-37e1-42e9-b828-03d273915302,Kathryn,Lewis,kathryn.lewis22@hotmail.com,,+14394312477,,,Sales,2970 Oak St,San Francisco,OH,AU,,US/Pacific,,linkedin,lost,opportunity,42,False,False,False,False,[],11,https://linkedin.com/in/kathryn-lewis,2025-12-05T03:15:17.964407,d53e375b-e751-4c1c-9dd2-2c198336f144
3dbbda1b-a764-4e1d-872b-51f7fc51489a,6e2684b5-dd18-4549-8440-7276b577d2b5,b41bb409-e1da-4ce2-9f82-d4328210c2fa,8e8f6232-b5f8-466d-98c1-6a9d8090c3eb,Scott,Adams,scottadams@hotmail.com,scott.adams59@yahoo.com,+17079398463,,Finance Manager,,,Raleigh,LA,BR,48488,US/Eastern,,linkedin,lost,opportunity,5,False,False,False,False,[],44,,2026-05-01T16:40:36.964438,9d990953-1d48-4691-9104-88f3d84dc63c
bcbbe512-3dd5-4654-ab99-5353a2b0fa3e,6e2684b5-dd18-4549-8440-7276b577d2b5,,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,Brenda,Jones,brendajones@hotmail.com,,+14447940461,,Support Engineer,Data Science,2594 Main St,Chicago,WI,MX,,US/Pacific,1963-04-22,trade_show,converted,opportunity,72,False,False,False,False,['cold_lead'],47,https://linkedin.com/in/brenda-jones,2025-10-25T10:04:43.964476,7675c849-0f1f-4fa3-923c-f392ea4a2f35
4e1eac84-9899-45ce-81cb-0c58e6835257,6e2684b5-dd18-4549-8440-7276b577d2b5,30537498-9609-490b-a479-ad586daa77ab,7675c849-0f1f-4fa3-923c-f392ea4a2f35,Terry,Jimenez,terry.jimenez2@company.com,,+18243614976,,Manager,Operations,9766 Pine Blvd,,TX,MX,,US/Eastern,1993-09-16,content_marketing,unqualified,evangelist,71,False,False,False,True,"['vip', 'cross_sell', 'hot_lead']",15,https://linkedin.com/in/terry-jimenez,2025-07-31T05:05:08.964512,71030eb2-1621-4863-8e2d-b6184abb7f32
f0eb0b94-3ee0-4050-ba06-3ddb5bcf02fc,6e2684b5-dd18-4549-8440-7276b577d2b5,,f26bd177-029d-4863-993c-dfebe5004897,Nicholas,Spencer,nicholas.spencer@outlook.com,,,,Director of Sales,Engineering,1189 Oak Ave,Virginia Beach,,IN,90863,UTC,,email_campaign,lost,sales_qualified_lead,4,False,False,False,True,[],1,https://linkedin.com/in/nicholas-spencer,2026-06-27T15:00:31.964540,d53e375b-e751-4c1c-9dd2-2c198336f144
19c07d6e-64bd-4b61-9c2e-a36a6e1ffa46,6e2684b5-dd18-4549-8440-7276b577d2b5,a85375e1-e6d3-4c09-9f60-72605e2f471b,7675c849-0f1f-4fa3-923c-f392ea4a2f35,Gabriel,Boyd,gabrielboyd@company.com,,+13276132196,,Director of Sales,Engineering,2579 Main Blvd,Oklahoma City,,US,,US/Pacific,,social_media,converted,lead,79,False,False,False,True,"['new_market', 'enterprise', 'churned', 'demo']",25,,2025-02-09T06:24:29.964571,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e
59ff26b8-6be4-4474-af65-54ff25bae534,6e2684b5-dd18-4549-8440-7276b577d2b5,51799094-b05c-4065-8cb7-c74a325090ce,58f39eeb-75cb-4ef4-96ba-4a30c22a7a1e,Albert,Sanders,albert_sanders@company.com,,+17726074121,,,,,,NY,FR,50285,US/Pacific,1991-11-20,trade_show,contacted,lead,84,False,False,False,False,[],3,,2026-06-27T10:27:34.964609,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
f992e510-72c1-42a6-a8e0-f1abb7ddb282,6e2684b5-dd18-4549-8440-7276b577d2b5,ad2b76ac-b99f-40cf-a31b-a835b13eb618,8b51f21b-0da9-4139-8f04-0ef4187ce705,Carol,Jackson,carol_jackson@yahoo.com,,+12193224162,,,,1262 Pine St,Fort Worth,IL,DE,34097,US/Central,,email_campaign,qualified,churned,36,False,True,False,False,"['bulk_order', 'new_market', 'content_downloader']",8,,2025-12-24T05:41:54.964650,63c904bb-37e1-42e9-b828-03d273915302
8f04947a-a9f8-45dd-bbab-e3407394bef7,6e2684b5-dd18-4549-8440-7276b577d2b5,56b83acc-13a1-45a4-b942-6a153d7d5cda,9d990953-1d48-4691-9104-88f3d84dc63c,Mary,Gibson,mary.gibson@company.com,marygibson@work.org,+17321001793,,,,5861 Oak St,,AZ,JP,,UTC,,organic_search,lost,lead,93,False,False,False,False,"['seasonal', 'referral_partner']",25,,2025-10-18T01:14:06.964681,1f599b2d-4c19-4c7e-91e2-f8655b60b03d
ba6e1d7a-285e-4bcf-8def-5a0adbbab4e9,6e2684b5-dd18-4549-8440-7276b577d2b5,86bdc4ca-1819-4b62-b999-7adfcaba9f4a,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,Sandra,Jenkins,sandra.jenkins7@hotmail.com,sandra.jenkins92@yahoo.com,+13338991451,,,,9044 Main St,Sacramento,OH,MX,31013,UTC,1976-09-03,organic_search,unqualified,opportunity,80,False,False,False,False,[],9,,2025-07-17T01:26:47.964717,7223e10a-b124-4a7f-a342-f0f59020ba2f
74d8d3ad-7b89-40a1-8269-212f8bc33440,6e2684b5-dd18-4549-8440-7276b577d2b5,,876017f1-7629-48e0-9ce9-20b44276c7d6,Gregory,White,gregorywhite@outlook.com,,,,Operations Manager,Engineering,,Milwaukee,CA,JP,,UTC,,demo_request,unqualified,churned,5,False,False,False,False,[],38,https://linkedin.com/in/gregory-white,2025-06-06T01:08:00.964747,7223e10a-b124-4a7f-a342-f0f59020ba2f
d0073bd2-e91f-41c7-b543-933fd55ee356,6e2684b5-dd18-4549-8440-7276b577d2b5,848a1845-563a-442e-81af-56cf082e899a,eb9f903e-4cd4-462b-9c0c-0720da83cfc0,Abigail,White,abigailwhite@work.org,abigailwhite19@yahoo.com,+12413384208,,Representative,Marketing,,Virginia Beach,NE,IN,69614,US/Eastern,1974-01-24,paid_ads,unqualified,subscriber,60,False,False,False,False,[],34,,2025-06-26T02:37:46.964784,63c904bb-37e1-42e9-b828-03d273915302
13533f2f-df22-4457-98c5-0fab0d491871,6e2684b5-dd18-4549-8440-7276b577d2b5,127448fe-debe-47ea-b75b-ceb487ae2805,13f891f6-02c5-48a2-bb4f-65f664be06a0,Ronald,Lee,ronaldlee@hotmail.com,,+14476388321,,,,,Memphis,TN,MX,10363,US/Central,1960-08-10,content_marketing,unqualified,lead,94,False,True,False,False,"['vip', 'at_risk', 'webinar_attendee']",33,,2026-01-09T05:11:38.964821,876017f1-7629-48e0-9ce9-20b44276c7d6
